,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,5,10,Ct,St,Type,Name,Age,Batting style,Bowling style,Role,Arm,Consolidated_Bowling_Style,NO,BF,HS,100,50,0,4s,6s,Country
59,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
60,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
61,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
62,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
63,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
64,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
65,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
66,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
67,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
68,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
69,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
70,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
71,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
72,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
73,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
74,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
75,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
76,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
77,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
78,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
79,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
80,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
81,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
82,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
83,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
84,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
85,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
86,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
87,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
88,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
89,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
90,AM Hardie,1,1,10.0,0.0,62,2.0,31.0,6.2,30.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,,,
91,JR Hazlewood,16,16,140.1,10.0,747,24.0,31.12,5.32,35.0,0.0,0.0,5.0,0.0,bowling,Josh Hazlewood,32,Left-handed,Right arm fast medium,Pace Bowler,Right,Fast medium,,,,,,,,,Australia
92,NT Ellis,5,5,41.0,1.0,242,7.0,34.57,5.9,35.1,0.0,0.0,2.0,0.0,bowling,Nathan Ellis,29,Right-handed,Right arm fast medium,Pace Bowler,Right,Fast medium,,,,,,,,,Australia
93,PJ Cummins,13,13,107.3,1.0,618,17.0,36.35,5.74,37.9,0.0,0.0,5.0,0.0,bowling,Pat Cummins,30,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,,,Australia
94,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
95,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
96,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
97,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
98,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
99,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
100,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
101,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
102,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
103,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
104,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
105,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
106,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
107,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
108,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
109,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
110,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
111,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
112,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
113,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
114,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
115,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
116,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
117,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
118,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
119,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
120,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
121,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
122,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
123,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
124,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
125,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
126,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
127,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
128,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
129,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
130,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
131,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
132,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
133,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
134,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
135,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
136,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
137,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
138,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
139,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
140,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
141,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
142,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
143,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
144,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
145,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
146,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
147,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
148,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
149,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
150,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
151,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
152,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
153,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
154,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
155,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
156,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
157,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
158,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
159,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
160,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
161,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
162,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
163,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
164,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
165,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
166,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
167,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
168,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
169,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
170,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
171,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
172,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
173,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
174,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
175,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
176,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
177,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
178,MP Stoinis,13,12,66.1,2.0,412,11.0,37.45,6.22,36.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,,,
